2022-10-18 14:28:02 INFO  ReceiptDAO:52 - add new entry in phone_service table with phone number:+380976288888
2022-10-18 14:29:01 INFO  ReceiptDAO:52 - add new entry in phone_service table with phone number:+380976284216
2022-10-18 17:05:55 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:05:55 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:05:55 INFO  UserDAO:65 - select user with login 1
2022-10-18 17:05:55 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:05:58 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:05:58 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:05:58 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:07:17 INFO  UserDAO:248 - update avatar of user with id: 3
2022-10-18 17:07:17 INFO  UploadImageServlet:66 - upload new avatar
2022-10-18 17:13:01 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:13:01 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:13:01 INFO  UserDAO:65 - select user with login 1
2022-10-18 17:13:01 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:13:02 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:13:02 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:13:02 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:13:20 INFO  UserDAO:248 - update avatar of user with id: 3
2022-10-18 17:13:20 INFO  UploadImageServlet:67 - upload new avatar
2022-10-18 17:17:51 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:17:51 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:17:51 INFO  UserDAO:65 - select user with login 1
2022-10-18 17:17:51 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:17:53 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:17:53 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:17:53 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:20:14 INFO  UserDAO:248 - update avatar of user with id: 3
2022-10-18 17:20:14 INFO  UploadImageServlet:69 - upload new avatar
2022-10-18 17:20:37 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:20:37 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:20:37 INFO  UserDAO:65 - select user with login 1
2022-10-18 17:20:37 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:20:39 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:20:39 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:20:39 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:21:08 INFO  UserDAO:248 - update avatar of user with id: 3
2022-10-18 17:21:08 INFO  UploadImageServlet:70 - upload new avatar
2022-10-18 17:21:18 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:21:18 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:21:18 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:21:32 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:21:32 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:21:32 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:21:48 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:21:48 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:21:48 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:22:01 INFO  UserDAO:248 - update avatar of user with id: 3
2022-10-18 17:22:01 INFO  UploadImageServlet:70 - upload new avatar
2022-10-18 17:22:03 INFO  UserDAO:226 - update data of user with id: 3
2022-10-18 17:22:03 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:22:03 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:22:03 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:25:38 INFO  AccountDAO:194 - select card number of account with id: 10
2022-10-18 17:25:38 INFO  CardDAO:83 - get amount of card with id 9
2022-10-18 17:25:38 INFO  ReceiptDAO:52 - add new entry in phone_service table with phone number: +380976284216
2022-10-18 17:25:38 INFO  ReceiptDAO:205 - add new entry in receipt table with purpose id: 1; and service id: 30
2022-10-18 17:25:38 INFO  CardDAO:63 - update amount of card with id: 9
2022-10-18 17:25:58 INFO  AccountDAO:194 - select card number of account with id: 30
2022-10-18 17:25:58 INFO  CardDAO:83 - get amount of card with id 29
2022-10-18 17:25:58 INFO  ReceiptDAO:81 - add new entry in serv_service table with card number: 1234788741556896
2022-10-18 17:25:58 INFO  ReceiptDAO:205 - add new entry in receipt table with purpose id: 2; and service id: 10
2022-10-18 17:25:58 INFO  CardDAO:63 - update amount of card with id: 29
2022-10-18 17:26:00 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:26:00 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:26:00 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:26:03 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:26:03 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:26:03 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:26:03 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:26:03 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:26:03 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:26:10 INFO  PdfCreatorServlet:36 - create instance of PdfWriter
2022-10-18 17:26:10 INFO  PdfCreatorServlet:48 - create instance of Image
2022-10-18 17:26:10 INFO  ReceiptDAO:355 - select receipt(phone recharge) info with id: 72
2022-10-18 17:26:10 INFO  PdfCreatorServlet:83 - generate pdf report for phone recharge
2022-10-18 17:30:16 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:16 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:16 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:19 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:30:19 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:30:19 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:30:45 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:45 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:45 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:47 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:47 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:47 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:48 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:48 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:48 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:49 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:49 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:49 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:50 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:50 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:50 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:51 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:51 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:51 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:52 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:52 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:52 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:54 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:54 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:54 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:30:54 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:30:54 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:30:54 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:31:04 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:31:04 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:31:04 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:31:05 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:31:05 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:31:05 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:31:07 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 17:31:07 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 17:31:07 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 17:31:09 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:31:09 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:31:09 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 17:31:10 INFO  ReceiptDAO:300 - select all payments
2022-10-18 17:31:10 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 17:31:10 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 18:06:10 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 18:06:10 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 18:06:10 INFO  UserDAO:65 - select user with login 1
2022-10-18 18:06:10 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 18:06:14 INFO  ReceiptDAO:300 - select all payments
2022-10-18 18:06:14 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 18:06:14 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 18:06:17 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 18:06:17 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 18:06:17 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 18:06:43 INFO  ReceiptDAO:300 - select all payments
2022-10-18 18:06:43 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 18:06:43 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 18:06:45 INFO  ReceiptDAO:300 - select all payments
2022-10-18 18:06:45 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 18:06:45 INFO  ReceiptDAO:245 - select of user receipts
2022-10-18 18:06:45 INFO  AccountDAO:211 - select accounts count of user with id: 3
2022-10-18 18:06:46 INFO  AccountDAO:67 - select user accounts(with pagination) where user id = 3
2022-10-18 18:06:46 INFO  AccountDAO:98 - select user accounts(without pagination) where user id = 3
2022-10-18 18:06:47 INFO  ReceiptDAO:300 - select all payments
2022-10-18 18:06:47 INFO  ReceiptDAO:279 - select payment count of user with id: 3
2022-10-18 18:06:47 INFO  ReceiptDAO:245 - select of user receipts
